NAME_GARMIN,CATEGORY_GARMIN,Name,Detailed,Body parts,Image 1,Image 2,URL,Chest,Triceps,Delts,Abs,Pecs,Shoulders,Hips,Quads,Glutes,Back,Calves,Total Body,Legs,Obliques,Core,Upper Back,Lower Back,Hamstrings,Biceps,Spinal Erectors,Traps,Arms,Lats,Difficulty,Equipment,Nothing,Bench,Barbell,Dumbbells,Kettlebells,Sliding Discs,Box,Dip Device,Squat Rack,Jump Rope,Mat,Ab Wheel,Weight Plates,Swiss Ball,Cable Machine,Cable Attachment,Pull-up Bar,Focus,Description,Image1url,Image2url
JUMP_ROPE,CARDIO,Jump Rope,1,"Legs, Shoulders, Total Body",,,https://connect.garmin.com/modern/exercises/CARDIO/JUMP_ROPE,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Intermediate,Jump Rope,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mobility, Cardio","Jumping rope is a full body conditioning drill that develops foot work, speed and agility. This exercise also improves cardiovascular endurance and coordination.",/msn-workout/Strength/S_160-A3.jpg,/msn-workout/Strength/S_160-B3.jpg
SQUAT_JACKS,CARDIO,Squat Jacks,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/CARDIO/SQUAT_JACKS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobility, Strength, Cardio","Squat jacks are a lower-body power and strength exercise that target the quads, glutes, and hamstrings. The exercise also improves hip mobility and cardiovascular endurance.",/msn-workout/Strength/S_033-A3.jpg,/msn-workout/Strength/S_033-B3.jpg
BARBELL_ROLLOUT,CORE,Barbell Rollout,1,"Abs, Shoulders",,,https://connect.garmin.com/modern/exercises/CORE/BARBELL_ROLLOUT,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Advanced,"Barbell, Mat",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strength,Barbell rollouts are a core strengthening exercise for the entire abdominal region. This exercise also improves strength and stability in the shoulders.,/msn-workout/Strength/S_103-A1.jpg,/msn-workout/Strength/S_103-B1.jpg
KNEELING_AB_WHEEL,CORE,Kneeling Ab Wheel,1,"Obliques, Hips, Back, Shoulders, Triceps",,,https://connect.garmin.com/modern/exercises/CORE/KNEELING_AB_WHEEL,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Intermediate,Ab Wheel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Strength,The kneeling ab wheel increases strength and stability throughout the core and lower back. This exercise also improves strength in the shoulders and triceps.,/msn-workout/Strength/S_248-B1.jpg,/msn-workout/Strength/S_248-B2.jpg
RUSSIAN_TWIST,CORE,Russian Twist,1,"Abs, Back, Hips",,,https://connect.garmin.com/modern/exercises/CORE/RUSSIAN_TWIST,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Weight Plates,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Strength,The Russian twist increases rotational strength in the core and abdominals. The exercise also strengthens the lower back and hips.,/msn-workout/Strength/S_265-A1.jpg,/msn-workout/Strength/S_265-B1.jpg
SWISS_BALL_JACKKNIFE,CORE,Swiss Ball Jackknife,1,"Abs, Hips",,,https://connect.garmin.com/modern/exercises/CORE/SWISS_BALL_JACKKNIFE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Swiss Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Strength,"The Swiss ball jackknife is a core stabilizing exercise that improves balance, strength, and flexibility throughout the hip and abdominal region.",/msn-workout/Strength/S_288-A1.jpg,/msn-workout/Strength/S_288-B1.jpg
SWISS_BALL_ROLLOUT,CORE,Swiss Ball Rollout,1,Abs,,,https://connect.garmin.com/modern/exercises/CORE/SWISS_BALL_ROLLOUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Swiss Ball, Mat",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Strength,The Swiss ball rollout increases strength and stability throughout the core. This exercise also improves strength and mobility in the shoulders and triceps.,/msn-workout/Strength/S_290-B1.jpg,/msn-workout/Strength/S_290-B2.jpg
BICYCLE_CRUNCH,CRUNCH,Bicycle Crunch,1,Abs,,,https://connect.garmin.com/modern/exercises/CRUNCH/BICYCLE_CRUNCH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The bicycle crunch is a dynamic exercise that strengthens the core, lower abdominals, and lower back. The movement also improves stability, balance and coordination.",/msn-workout/Strength/S_002-A2.jpg,/msn-workout/Strength/S_002-B2.jpg
CABLE_CRUNCH,CRUNCH,Cable Crunch,1,"Abs, Back, Hips",,,https://connect.garmin.com/modern/exercises/CRUNCH/CABLE_CRUNCH,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Cable Machine, Cable Attachment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,The cable crunch is a core strengthening exercise that targets the entire abdominal region. The exercise also improves stability in the lower back and hips.,/msn-workout/Strength/S_131-A1.jpg,/msn-workout/Strength/S_131-B1.jpg
CRUNCH,CRUNCH,Crunch,1,"Abs, Hips",,,https://connect.garmin.com/modern/exercises/CRUNCH/CRUNCH,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The crunch is a basic body-weight exercise that strengthens the core and hips. The crunch is effective at working the abs because it causes flexion and places stress on the rectus abdominis--also known as the six pack muscles. Correct form will allow you to maintain tension on your abs as your crunch and lower your torso.,/msn-workout/Strength/S_006-A2.jpg,/msn-workout/Strength/S_006-B2.jpg
HANGING_KNEE_RAISE_OBLIQUE_CRUNCH,CRUNCH,Hanging Knee Raise Oblique Crunch,1,"Abs, Hips, Shoulders, Upper Back, Total Body",,,https://connect.garmin.com/modern/exercises/CRUNCH/HANGING_KNEE_RAISE_OBLIQUE_CRUNCH,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Advanced,Pull-up Bar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Strength,"The hanging knee raise oblique crunch is a variation to the traditional hanging knee raise that strengthens the entire core including the lower abdominals, hip flexors and lower back. This exercise specifically targets the obliques while also improving stability in the upper back and shoulders.",/msn-workout/Strength/S_148-A4.jpg,/msn-workout/Strength/S_148-B4.jpg
KNEELING_CABLE_CRUNCH,CRUNCH,Kneeling Cable Crunch,1,"Abs, Hips, Back",,,https://connect.garmin.com/modern/exercises/CRUNCH/KNEELING_CABLE_CRUNCH,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Cable Machine, Cable Attachment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,The kneeling cable crunch increases strength and stability throughout the core. This exercise also improves strength throughout the hips and lower back.,/msn-workout/Strength/S_131-A1.jpg,/msn-workout/Strength/S_131-B1.jpg
REVERSE_CRUNCH,CRUNCH,Reverse Crunch,1,"Abs, Hips, Back",,,https://connect.garmin.com/modern/exercises/CRUNCH/REVERSE_CRUNCH,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The reverse crunch is a basic core strengthening exercise that also improves stability throughout the lower back, hips and spine. By starting the movement in your lower body and bringing your knees to your chest, you protect your back and create a greater range of motion, which can help place more tension on your abdominal muscles.",/msn-workout/Strength/S_014-B2.jpg,/msn-workout/Strength/S_014-C2.jpg
REVERSE_CRUNCH_ON_A_BENCH,CRUNCH,Reverse Crunch On A Bench,1,"Abs, Triceps",,,https://connect.garmin.com/modern/exercises/CRUNCH/REVERSE_CRUNCH_ON_A_BENCH,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,Bench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The reverse crunch on a bench is a simple and effective way to strengthen your core and hip flexor region. This exercise also increases strength in the lower lumbar area.,/msn-workout/Strength/S_085-A1.jpg,/msn-workout/Strength/S_085-B1.jpg
SKATER_CRUNCH_CROSS,CRUNCH,Skater Crunch Cross,1,"Glutes, Hamstrings, Abs, Hips, Lower back",,,https://connect.garmin.com/modern/exercises/CRUNCH/SKATER_CRUNCH_CROSS,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Advanced,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power, Strength",This exercise is a dynamic multi-joint bodyweight exercise that synergistically combines strength training and cardiovascular conditioning. This high-energy move encompasses plyometric and bilateral training.,/msn-workout/Strength/S_039-A3.jpg,/msn-workout/Strength/S_039-B3.jpg
SWISS_BALL_CRUNCH,CRUNCH,Swiss Ball Crunch,1,"Abs, Back, Hips",,,https://connect.garmin.com/modern/exercises/CRUNCH/SWISS_BALL_CRUNCH,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Swiss Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Strength,"The Swiss ball crunch increases muscular strength and endurance throughout the core region including the lower abdominals, lower back, and hip flexors. Performing the exercise on the Swiss ball will also increase balance and stability. Adding the Swiss ball has two main benefits. First it improves the range of motion on extension (the lower of the crunch), which build abdominal strength. It also positions the body in a way that tends to place less stress on the upper and lower back.",/msn-workout/Strength/S_285-A1.jpg,/msn-workout/Strength/S_285-B1.jpg
ALTERNATING_DUMBBELL_BICEPS_CURL,CURL,Alternating Dumbbell Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/ALTERNATING_DUMBBELL_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The alternating dumbbell biceps curls develop size and strength of the biceps and forearms. The alternating of each arm eliminates any muscular imbalances on each side.,/msn-workout/Strength/S_176-A3.jpg,/msn-workout/Strength/S_176-B3.jpg
ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL,CURL,Alternating Incline Dumbbell Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,"Bench, Dumbbells",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The incline dumbbell biceps curl develops size and strength in the biceps and forearms. The incline angle emphasizes the resistance on the lower portion of the biceps.,/msn-workout/Strength/S_165-A2.jpg,/msn-workout/Strength/S_165-B1.jpg
BARBELL_BICEPS_CURL,CURL,Barbell Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/BARBELL_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The barbell biceps curl develops size and strength of the biceps while helping improve grip strength.,/msn-workout/Strength/S_093-A3.jpg,/msn-workout/Strength/S_093-A5.jpg
DEAD_HANG_BICEPS_CURL,CURL,Dead Hang Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/DEAD_HANG_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,"Cable Attachment, Bench",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Strength,The dead-hang biceps curl is an isolation exercise for the biceps and forearms. The forward hanging position maximizes the isolation of the biceps by removing assistance from the back and shoulders.,/msn-workout/Strength/S_098-A1.jpg,/msn-workout/Strength/S_098-B1.jpg
DUMBBELL_HAMMER_CURL,CURL,Dumbbell Hammer Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/DUMBBELL_HAMMER_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The dumbbell hammer curl increases strength and size in the biceps and forearms. The neutral-grip of the movement places more emphasis on the forearms.,/msn-workout/Strength/S_183-A3.jpg,/msn-workout/Strength/S_183-B3.jpg
FORWARD_BEND_BICEPS_CURL,CURL,Forward Bend Biceps Curl,1,"Biceps, Shoulders",,,https://connect.garmin.com/modern/exercises/CURL/FORWARD_BEND_BICEPS_CURL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,This exercise develops strength in the forearms and bicep muscles. The forward bend improves shoulder stabilization.,/msn-workout/Strength/S_107-A1.jpg,/msn-workout/Strength/S_107-B1.jpg
ONE_ARM_CONCENTRATION_CURL,CURL,One Arm Concentration Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/ONE_ARM_CONCENTRATION_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,This curl develops arm size and strength by isolating the bicep. The arm positioning forces the muscle to contract without the assistance of other muscle groups.,/msn-workout/Strength/S_194-A1.jpg,/msn-workout/Strength/S_194-A3.jpg
SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,CURL,Seated Alternating Dumbbell Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,"Dumbbells, Bench",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The seated alternating dumbbell biceps curls increases the strength and size of the biceps and forearms. Performing the movement from the seated position isolates the biceps.,/msn-workout/Strength/S_169-A1.jpg,/msn-workout/Strength/S_169-B1.jpg
STANDING_ALTERNATING_DUMBBELL_CURLS,CURL,Standing Alternating Dumbbell Curls,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/STANDING_ALTERNATING_DUMBBELL_CURLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The standing alternating dumbbell curl is a strength building exercise for the biceps and forearms. Performing the curls in an alternating manner ensures muscular balance on both sides of the body.,/msn-workout/Strength/S_201-A3.jpg,/msn-workout/Strength/S_201-A5.jpg
STANDING_DUMBBELL_BICEPS_CURL,CURL,Standing Dumbbell Biceps Curl,1,Biceps,,,https://connect.garmin.com/modern/exercises/CURL/STANDING_DUMBBELL_BICEPS_CURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The standing dumbbell biceps curl is a traditional bodybuilding move that develops density and strength throughout the biceps region. This exercise should always be performed with a controlled motion.,/msn-workout/Strength/S_202-A3.jpg,/msn-workout/Strength/S_202-A5.jpg
BARBELL_DEADLIFT,DEADLIFT,Barbell Deadlift,1,"Back, Hamstrings, Glutes, Biceps",,,https://connect.garmin.com/modern/exercises/DEADLIFT/BARBELL_DEADLIFT,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Advanced,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The barbell deadlift builds total-body strength by targeting the lower back, hamstrings, quads, and glutes. The exercise also increases core strength and stability.",/msn-workout/Strength/S_096-A3.jpg,/msn-workout/Strength/S_096-B3.jpg
BARBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,Barbell Straight Leg Deadlift,1,"Glutes, Hamstrings, Spinal Erectors, Back",,,https://connect.garmin.com/modern/exercises/DEADLIFT/BARBELL_STRAIGHT_LEG_DEADLIFT,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Intermediate,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The barbell straight-leg deadlift builds strength in the core, hamstrings, glutes, and lower back. Correctly performing this exercise depends on mastering in the hip hinge, which requires you to push your hips back and feel a stretch in your hamstrings to start the movement. Proper form includes not rounding your upper or lower back and keeping the barbell as close as possible to your body.",/msn-workout/Strength/S_106-A3.jpg,/msn-workout/Strength/S_106-B3.jpg
DUMBBELL_DEADLIFT,DEADLIFT,Dumbbell Deadlift,1,"Quads, Glutes, Lower back, Total Body",,,https://connect.garmin.com/modern/exercises/DEADLIFT/DUMBBELL_DEADLIFT,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell deadlift is a dynamic multi-joint exercise that builds strength in the lower body as well as the back, shoulders, and core, making it a great total-body exercise. By using dumbbell you're able to achieve a greater range of motion. Starting with dumbbells can also be helpful when you're learning the dumbbell movement as they allow for lower total weight to be used.",/msn-workout/Strength/S_180-A3.jpg,/msn-workout/Strength/S_180-B3.jpg
DUMBBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,Dumbbell Straight Leg Deadlift,1,"Hamstrings, Glutes, Traps, Spinal Erectors",,,https://connect.garmin.com/modern/exercises/DEADLIFT/DUMBBELL_STRAIGHT_LEG_DEADLIFT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell straight-leg deadlift strengthens the lower back, with an emphasis on the hamstrings and glutes. Performing the exercise with dumbbells will improve balance and stability on each sides of the body while strengthening the core.",/msn-workout/Strength/S_203-A3.jpg,/msn-workout/Strength/S_203-B3.jpg
SINGLE_LEG_DEADLIFT_WITH_BARBELL,DEADLIFT,Single Leg Deadlift With Barbell,1,"Back, Hamstrings, Glutes, Abs",,,https://connect.garmin.com/modern/exercises/DEADLIFT/SINGLE_LEG_DEADLIFT_WITH_BARBELL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Intermediate,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The single-leg deadlift with barbell builds leg and back strength while improving core stability, balance, and coordination.",/msn-workout/Strength/S_108-A3.jpg,/msn-workout/Strength/S_108-C3.jpg
DUMBBELL_FLYE,FLYE,Dumbbell Flye,1,"Chest, Shoulders",,,https://connect.garmin.com/modern/exercises/FLYE/DUMBBELL_FLYE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Dumbbells, Bench",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell flye is an isolation exercise that strengthens the chest. The flye uses a different range of motion, which reduces the assistance of other muscles such as your shoulders and triceps. The movement can be used either before the bench press (to pre-exhaust your chest) or after the bench press to add more volume while using a lighter weight.",/msn-workout/Strength/S_162-A1.jpg,/msn-workout/Strength/S_162-B2.jpg
BARBELL_HIP_THRUST_ON_FLOOR,HIP_RAISE,Barbell Hip Thrust On Floor,1,"Glutes, Hamstrings",,,https://connect.garmin.com/modern/exercises/HIP_RAISE/BARBELL_HIP_THRUST_ON_FLOOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Intermediate,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The barbell hip thrust builds strength and power in the glutes and lower body. This exercise also improves core strength and stability.,/msn-workout/Strength/S_101-A2.jpg,/msn-workout/Strength/S_101-B2.jpg
